title,imdbid,year,rating,POPULARITY,passed
El laberinto del fauno (Pan's Labyrinth),457430,2006,3,32.778,True
Little Children,404203,2006,3,12.235,True
Once,907657,2006,2,8.605,False
Stranger Than Fiction,420223,2006,3,11.952,True
Puccini for Beginners,492481,2006,3,6.791,True
Akeelah and the Bee,437800,2006,3,9.097,True
She&#39;s the Man,454945,2006,3,16.776,True
Little Miss Sunshine,449059,2006,3,11.313,True
Caffeine,460732,2006,3,5.912,True
"Wind That Shakes the Barley, The",460989,2006,1,8.744,False
Amazing Grace,454776,2006,1,9.056,False
Bring It On: All or Nothing,490822,2006,3,0.934,True
Das Leben Der Anderen,405094,2006,0,16.635,False
Silent Hill,384537,2006,3,35.03,True
Zwartboek,389557,2006,3,9.556,True
"Illusionist, The",443543,2006,0,18.201,False
Man of the Year,483726,2006,1,10.003,False
Inland Empire,460829,2006,3,11.274,True
Black Sheep,779982,2006,1,8.879,False
Still Life (Sanxia haoren),859765,2006,2,6.168,False
Last Holiday,408985,2006,3,12.699,True
Nina&#39;s Heavenly Delights,435706,2006,3,7.634,True
For the Love of a Child,479917,2006,3,2.544,True
"Dead Girl, The",783238,2006,3,9.337,True
"Woods, The",380066,2006,3,10.838,True
"You, Me and Dupree",463034,2006,1,11.875,False
Kidulthood,435680,2006,3,7.02,True
Jackass Number Two,493430,2006,1,12.174,False
"Departed, The",407887,2006,1,32.294,False
On the Trail of Igor Rizzi,832958,2006,0,0.6,False
300,416449,2006,0,37.411,False
Friends with Money,436331,2006,3,10.767,True
Lucky Number Slevin,425210,2006,1,16.683,False
Eragon,449010,2006,1,23.367,False
Art School Confidential,364955,2006,3,10.814,True
Gray Matters,375785,2006,3,8.292,True
Shortbus,367027,2006,3,10.088,True
Bambi II,447854,2006,1,19.097,False
Fast Food Nation,460792,2006,3,8.677,True
Ice Age: The Meltdown,438097,2006,1,46.964,False
A Few Days in September,446442,2006,3,1.606,True
"Big Bad Swim, The",460721,2006,3,5.333,True
"Queen, The",436697,2006,3,14.016,True
For Your Consideration,470765,2006,3,9.776,True
Stick It,430634,2006,3,12.2,True
Slither,439815,2006,3,14.727,True
Mulberry Street,473514,2006,1,8.314,False
Smokin&#39; Aces,475394,2006,3,19.208,True
Zoom,383060,2006,3,16.557,True
Paprika,851578,2006,3,13.739,True
Black Christmas,454082,2006,3,13.454,True
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),808506,2006,3,24.084,True
Perfume: The Story of a Murderer,396171,2006,3,25.008,True
Snakes on a Plane,417148,2006,3,16.105,True
Miss Potter,482546,2006,3,11.155,True
Running with Scissors,439289,2006,3,9.814,True
Southland Tales,405336,2006,3,14.405,True
"Fountain, The",414993,2006,3,14.179,True
Cars,317219,2006,1,26.714,False
Tekkon kinkurito,831888,2006,0,6.562,False
Nacho Libre,457510,2006,0,27.327,False
"Prestige, The",482571,2006,1,28.691,False
Inside Man,454848,2006,3,23.46,True
"Architect, The",466665,2006,3,4.81,True
Hula Girls,768116,2006,3,3.455,True
I&#39;m Reed Fish,464061,2006,2,8.619,False
Bonneville,487195,2006,3,4.513,True
Dreamland,417614,2006,3,4.584,True
A Guide to Recognizing Your Saints,473488,2006,1,8.317,False
"Good Shepherd, The",343737,2006,0,12.486,False
Half Nelson,468489,2006,3,10.261,True
A Scanner Darkly,405296,2006,1,11.012,False
"Page Turner, The",487503,2006,3,4.068,True
Notes on a Scandal,465551,2006,3,13.195,True
A Prairie Home Companion,420087,2006,3,10.881,True
"Fall, The",460791,2006,3,11.984,True
Ultraviolet,370032,2006,1,19.489,False
"Guardian, The",406816,2006,1,18.015,False
"Gigolos, The",462309,2006,1,2.659,False
"Bon Cop, Bad Cop",479647,2006,1,5.895,False
We Are Marshall,758794,2006,1,11.043,False
Letters from Iwo Jima,498380,2006,1,15.371,False
After the Wedding,457655,2006,2,6.067,False
Requiem,454931,2006,3,7.669,True
Wristcutters: A Love Story,477139,2006,1,11.742,False
Return To Halloweentown,816520,2006,3,18.229,True
Il caimano (The Caiman),429727,2006,3,5.915,True
"I&#39;m a Cyborg, But That&#39;s OK",497137,2006,3,12.319,True
"Science of Sleep, The",354899,2006,3,9.58,True
A Crime,489010,2006,1,4.882,False
"Gymnast, The",473074,2006,3,5.849,True
Clerks II,424345,2006,3,11.275,True
"History Boys, The",464049,2006,1,10.049,False
Warau Mikaeru,461612,2006,3,0.649,True
Curse of the Golden Flower,473444,2006,2,11.067,False
Paris je t&#39;aime,401711,2006,3,9.203,True
I Do,478724,2006,3,9.071,True
This Film Is Not Yet Rated,493459,2006,3,10.572,True
Material Girls,433412,2006,3,13.144,True
Idlewild,417225,2006,3,8.98,True
Aquamarine,429591,2006,3,21.647,True
Take the Lead,446046,2006,3,12.551,True
In Paris,769508,2006,1,4.088,False
John Tucker Must Die,455967,2006,3,14.895,True
"Grudge 2, The",433386,2006,3,24.389,True
Monster House,385880,2006,3,38.236,True
Red Road,471030,2006,3,7.264,True
Rang De Basanti,405508,2006,3,8.063,True
"Ant Bully, The",429589,2006,2,20.176,False
Hogfather,765458,2006,3,8.202,True
Open Season,400717,2006,1,17.446,False
Flushed Away,424095,2006,0,23.275,False
Suburban Mayhem,450506,2006,3,3.152,True
"Host, The",468492,2006,3,33.146,True
Black Dahlia,387877,2006,1,12.591,False
Avenue Montaigne,444112,2006,3,6.468,True
DOA: Dead or Alive,398913,2006,3,13.633,True
Lady in the Water,452637,2006,2,12.24,False
Brother Bear 2,465925,2006,3,24.459,True
Superman Returns,348150,2006,1,21.265,False
Fido,457572,2006,2,15.015,False
Snow cake,448124,2006,3,8.403,True
Cashback,460740,2006,3,13.885,True
Loving Annabelle,323120,2006,3,13.386,True
Half Light,412798,2006,3,11.383,True
Final Destination 3,414982,2006,3,30.764,True
"Painted Veil, The",446755,2006,3,17.43,True
Blood Diamond,450259,2006,1,23.049,False
When a Stranger Calls,455857,2006,3,13.246,True
Fay Grim,444628,2006,3,6.538,True
Wendy Wu: Homecoming Warrior,790781,2006,3,13.665,True
Arthur and the Invisibles,344854,2006,0,18.372,False
Brave Story,778631,2006,1,5.801,False
London To Brighton,490166,2006,3,6.31,True
To Have and to Hold,876154,2006,3,3.12,True
"Lake House, The",410297,2006,3,17.801,True
"Break Up, The",452594,2006,1,19.936,False
Sherrybaby,423169,2006,3,13.38,True
Poseidon,409182,2006,2,18.366,False
Bordertown,445935,2006,3,10.519,True
Altered,457275,2006,0,10.731,False
Dead &amp; Deader,770739,2006,1,6.713,False
Bug,470705,2006,3,13.339,True
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,443453,2006,1,24.893,False
"Da Vinci Code, The",382625,2006,1,28.221,False
Candy,424880,2006,3,8.418,True
High School Musical,475293,2006,3,22.927,True
Poultrygeist: Night of the Chicken Dead,462485,2006,1,8.197,False
A fost sau n-a fost?,809407,2006,1,4.422,False
"Hello Sister, Goodbye Life",476013,2006,3,6.096,True
Apocalypto,472043,2006,3,41.691,True
Click,389860,2006,3,19.074,True
"Librarian: Return to King Solomon&#39;s Mines, The",455596,2006,1,12.194,False
Hollywoodland,427969,2006,2,8.776,False
Cow Belles,489007,2006,3,9.207,True
Barbie in the 12 Dancing Princesses,859594,2006,3,32.776,True
"Pink Panther, The",383216,2006,1,17.208,False
Lonely Hearts,441774,2006,3,8.746,True
Mission: Impossible III,317919,2006,1,32.648,False
"Good German, The",452624,2006,1,9.525,False
Dreamgirls,443489,2006,3,9.619,True
Grandma&#39;s Boy,456554,2006,3,12.967,True
"Barbie Diaries, The",795338,2006,3,22.166,True
Babel,449467,2006,3,16.235,True
Grbavica,464029,2006,3,2.588,True
5ive Girls,494199,2006,3,9.592,True
This is England,480025,2006,3,4.65,True
"Unknown Woman, The",494271,2006,3,6.213,True
Accepted,384793,2006,1,16.578,False
"Covenant, The",475944,2006,3,14.353,True
Beerfest,486551,2006,3,12.743,True
Saw III,489270,2006,3,30.823,True
U,486731,2006,3,2.671,True
Another Gay Movie,443431,2006,3,10.913,True
Madea&#39;s Family Reunion,455612,2006,0,11.232,False
All The King&#39;s Men,405676,2006,1,10.631,False
Bleach: Memories of Nobody,1105263,2006,3,16.887,True
&quot;Masters of Horror&quot; Pick Me Up,643110,2006,2,3.054,False
&quot;Masters of Horror&quot; Haeckel&#39;s Tale,643106,2006,0,4.357,False
&quot;Masters of Horror&quot; Imprint,757061,2006,0,7.045,False
&quot;Masters of Horror&quot; Family,782399,2006,2,3.226,False
"Hills Have Eyes, The",454841,2006,3,34.853,True
&quot;Masters of Horror&quot; Pelts,779496,2006,1,5.535,False
&quot;Masters of Horror&quot; The Screwfly Solution,833098,2006,3,3.416,True
&quot;Masters of Horror&quot; Sounds Like,817400,2006,0,1.957,False
&quot;Masters of Horror&quot; Pro-Life,785532,2006,3,3.298,True
&quot;Masters of Horror&quot; Valerie on the Stairs,805420,2006,3,5.117,True
Peliculas para no dormir: Adivina quien soy,461826,2006,3,2.978,True
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,430164,2006,3,7.689,True
Peliculas para no dormir: La culpa,449144,2006,3,1.506,True
Peliculas para no dormir: Regreso a Moira,460897,2006,1,3.88,False
Barnyard,414853,2006,3,21.668,True
"Prince &amp; Me II: The Royal Wedding, The",477072,2006,3,13.469,True
Step Up,462590,2006,3,28.462,True
Conversations with God,489682,2006,1,5.265,False
Happy Feet,366548,2006,3,26.257,True
Scary Movie 4,362120,2006,3,27.694,True
RV,449089,2006,3,16.773,True
Tenacious D in the Pick of Destiny,365830,2006,0,15.702,False
Glory Road,385726,2006,3,11.15,True
La noche de los girasoles,456111,2006,2,2.248,False
Wedding Wars,823158,2006,2,4.365,False
Tales from Earthsea,495596,2006,1,9.793,False
Miami Vice,430357,2006,1,16.327,False
Behind the Mask: The Rise of Leslie Vernon,437857,2006,1,8.927,False
"Fast and the Furious: Tokyo Drift , The",463985,2006,1,5.339,False
Heartbreak Hotel,785002,2006,1,1.051,False
"Wicker Man, The",450345,2006,1,12.214,False
Away from Her,491747,2006,3,9.952,True
"Shaggy Dog, The",393735,2006,2,13.714,False
Talladega Nights: The Ballad of Ricky Bobby,415306,2006,2,11.257,False
failure to launch,427229,2006,1,13.247,False
World Trade Center,469641,2006,2,10.762,False
Over the Hedge,327084,2006,3,24.136,True
Rocky Balboa,479143,2006,1,25.693,False
"Hard Corps, The",462329,2006,3,10.389,True
Second in Command,458471,2006,0,11.14,False
Pledge This!,417056,2006,3,8.237,True
Deja Vu,453467,2006,1,23.357,False
Wordplay,492506,2006,3,5.333,True
Outsourced,425326,2006,1,9.09,False
Night of the Living Dead 3D,489244,2006,3,5.254,True
Eight Below,397313,2006,0,15.56,False
My Super Ex-Girlfriend,465624,2006,3,11.732,True
Open Water 2: Adrift,470055,2006,3,16.17,True
"Marine, The",419946,2006,3,17.896,True
"Last King of Scotland, The",455590,2006,2,14.781,False
Flags of Our Fathers,418689,2006,1,11.121,False
Return of the Living Dead: Necropolis,411805,2006,3,14.424,True
Death Proof,1028528,2007,3,17.963,True
Futurama: Bender's Big Score,471711,2007,2,11.411,False
Juno,467406,2007,3,18.686,True
Next,435705,2007,2,32.344,False
Outlaw,758771,2007,1,8.156,False
Ratatouille,382932,2007,1,45.024,False
Rush Hour 3,293564,2007,1,33.228,False
Resident Evil: Extinction,432021,2007,3,7.111,True
"Brave One, The",476964,2007,3,10.801,True
"Man from Earth, The",756683,2007,1,17.399,False
Shrek the Third,413267,2007,3,51.088,True
Premonition,477071,2007,3,13.919,True
Planet Terror,1077258,2007,3,22.778,True
88 Minutes,411061,2007,1,13.136,False
"Bucket List, The",825232,2007,1,20.764,False
Wool 100%,884819,2007,3,1.108,True
Pirates of the Caribbean: At World&#39;s End,449088,2007,3,44.734,True
There Will Be Blood,469494,2007,0,18.365,False
Knocked Up,478311,2007,3,16.942,True
Hairspray,427327,2007,3,12.522,True
Son of Rambow,845046,2007,1,9.792,False
Persepolis,808417,2007,3,9.183,True
Tropa de Elite,861739,2007,3,15.426,True
Into the Wild,758758,2007,1,19.642,False
No Reservations,481141,2007,3,12.359,True
Stardust,486655,2007,3,22.278,True
Hot Fuzz,425112,2007,1,24.809,False
Harry Potter and the Order of the Phoenix,373889,2007,3,80.358,True
Towelhead,787523,2007,3,8.91,True
Fred Claus,486583,2007,1,17.483,False
"Simpsons Movie, The",462538,2007,3,71.358,True
Hot Rod,787475,2007,1,14.404,False
Transformers,418279,2007,3,9.837,True
Then She Found Me,455805,2007,3,9.514,True
Ocean's Thirteen,496806,2007,1,30.277,False
Disturbia,486822,2007,3,16.318,True
"Golden Compass, The",385752,2007,3,17.542,True
"Savages, The",775529,2007,3,9.475,True
Import/Export,459102,2007,3,4.56,True
Vacancy,452702,2007,0,21.689,False
I Am Legend,480249,2007,3,46.916,True
Sunshine,448134,2007,1,13.421,False
"Darjeeling Limited, The",838221,2007,1,14.659,False
Sweeney Todd: The Demon Barber of Fleet Street,408236,2007,1,23.146,False
Paranormal Activity,1179904,2007,3,52.052,True
Superbad,829482,2007,3,53.837,True
"Kite Runner, The",419887,2007,0,10.266,False
No Country for Old Men,477348,2007,3,21.031,True
Becoming Jane,416508,2007,3,11.69,True
Waitress,473308,2007,3,8.377,True
P.S. I Love You,431308,2007,3,20.09,True
Enchanted,461770,2007,3,24.069,True
Live Free or Die Hard,337978,2007,1,29.968,False
3:10 to Yuma,381849,2007,0,20.416,False
Wild Hogs,486946,2007,1,17.128,False
Evening,765447,2007,3,9.048,True
Atonement,783233,2007,3,20.85,True
Diary of the Dead,848557,2007,3,14.308,True
Crashing,475243,2007,2,2.253,False
Charlie Bartlett,423977,2007,2,10.185,False
White Noise 2: The Light,496436,2007,1,10.38,False
"World Unseen, The",1048174,2007,3,6.268,True
Lynch,1032207,2007,1,3.187,False
After Sex,465375,2007,3,17.198,True
Brooklyn Rules,283503,2007,3,5.615,True
Shooter,822854,2007,1,26.29,False
Teeth,780622,2007,3,11.78,True
Hitman,465494,2007,0,37.658,False
"Orphanage, The",464141,2007,3,28.154,True
Itty Bitty Titty Committee,496328,2007,3,5.282,True
"Jane Austen Book Club, The",866437,2007,3,9.054,True
"Lookout, The",427470,2007,3,12.97,True
Free Rainer,810868,2007,2,4.216,False
Death at a Funeral,795368,2007,3,9.397,True
XXY,995829,2007,3,8.563,True
Vexille,970472,2007,3,15.397,True
"Bad Mother&#39;s Handbook, The",909010,2007,3,3.913,True
Ninas Mal,806940,2007,3,6.419,True
Ekusute (Exte: Hair Extensions),904049,2007,3,4.514,True
Trick &#39;r Treat,862856,2007,3,48.988,True
Love Songs,996605,2007,3,5.721,True
Appleseed Saga: Ex Machina,1043842,2007,3,8.553,True
"Band&#39;s Visit, The",1032856,2007,1,5.169,False
"4 Months, 3 Weeks and 2 Days",1032846,2007,3,8.103,True
Beaufort,758732,2007,0,3.073,False
St. Trinian&#39;s,964587,2007,3,11.688,True
"Diving Bell and the Butterfly, The",401383,2007,2,10.009,False
Michael Clayton,465538,2007,2,14.156,False
How About You,887745,2007,3,2.686,True
Mr. Magorium&#39;s Wonder Emporium,457419,2007,0,13.159,False
Auf der anderen Seite,880502,2007,3,6.711,True
5 Centimeters Per Second,983213,2007,1,26.99,False
Meet the Robinsons,396555,2007,1,23.272,False
Watching the Detectives,472205,2007,1,6.71,False
30 Days of Night,389722,2007,2,19.279,False
28 Weeks Later,463854,2007,3,28.667,True
"Visitor, The",857191,2007,3,12.296,True
Music and Lyrics,758766,2007,3,13.773,True
Arranged,848542,2007,3,5.172,True
Year of the dog,756729,2007,3,6.454,True
King of California,388182,2007,1,14.669,False
Gone Baby Gone,452623,2007,3,16.087,True
Margot at the Wedding,757361,2007,3,9.56,True
Bratz,804452,2007,3,11.994,True
Hostel: Part II,498353,2007,3,31.774,True
Eagle vs Shark,494222,2007,3,10.021,True
Fracture,488120,2007,1,46.128,False
Young People Fucking,913445,2007,1,10.511,False
Charlie Wilson&#39;s War,472062,2007,3,12.028,True
Breach,401997,2007,1,11.707,False
"Condemned, The",443473,2007,1,13.758,False
Sword of the Stranger,1121794,2007,3,19.521,True
Northanger Abbey,844794,2007,3,11.957,True
Shelter,942384,2007,1,11.699,False
My Blueberry Nights,765120,2007,3,10.084,True
Cutlass,1107809,2007,3,3.629,True
"Man from London, The",415127,2007,3,3.394,True
Lars and the real Girl,805564,2007,3,13.16,True
Steam,892100,2007,3,3.56,True
"Ensemble, c&#39;est tout",792965,2007,3,7.286,True
I Could Never Be Your Woman,466839,2007,3,10.747,True
Death Defying Acts,472071,2007,3,10.855,True
Eastern Promises,765443,2007,3,17.609,True
Beowulf,442933,2007,3,19.451,True
La vie en rose,450188,2007,3,11.224,True
Sydney White,815244,2007,3,12.773,True
1408,450385,2007,3,27.276,True
Elizabeth: The Golden Age,414055,2007,3,11.678,True
"Nanny Diaries, The",489237,2007,3,10.894,True
"Mist, The",884328,2007,3,30.288,True
Bridge to Terabithia,398808,2007,3,20.081,True
Timecrimes,480669,2007,0,11.829,False
"Secret, The",446463,2007,3,3.104,True
Fermat&#39;s Room,1016301,2007,0,7.015,False
Irina Palm,762110,2007,3,5.99,True
Gone,482374,2007,3,7.295,True
If I Had Known I Was a Genius,758753,2007,2,3.106,False
Dan in Real Life,480242,2007,3,10.465,True
Ballet Shoes,1083845,2007,3,10.272,True
Inside,856288,2007,3,10.071,True
[Rec],1038988,2007,3,27.52,True
Halloween,373883,2007,3,29.805,True
Ten Inch Hero,829297,2007,3,8.396,True
Evangelion: 1.0: You Are (Not) Alone,923811,2007,3,22.329,True
Blades of Glory,445934,2007,3,16.061,True
TMNT,453556,2007,1,16.339,False
99 francs,875113,2007,1,6.36,False
Before the Devil Knows You&#39;re Dead,292963,2007,2,13.683,False
I Know Who Killed Me,897361,2007,3,9.782,True
Across the Universe,445922,2007,3,12.404,True
"Number 23, The",481369,2007,1,27.814,False
Barbie as the Island Princess,1092053,2007,3,22.091,True
Numb,795439,2007,1,7.227,False
Bhool Bhulaiyaa,995031,2007,1,7.891,False
"King of Kong: A Fistful of Quarters, The",923752,2007,1,8.988,False
We Own the Night,498399,2007,0,10.685,False
Hannibal Rising,367959,2007,1,4.022,False
Because I Said So,490084,2007,3,13.261,True
Imprint,816530,2007,3,2.416,True
La torre de Suso,896986,2007,1,2.044,False
Whisper,435528,2007,2,9.908,False
Breakfast with Scot,910847,2007,1,4.795,False
Days and Clouds,887732,2007,3,4.528,True
Far North,860866,2007,3,4.897,True
Dark Mirror,486651,2007,3,4.553,True
P2,804516,2007,3,44.03,True
Flight of the Living Dead,780583,2007,3,9.347,True
Freedom Writers,463998,2007,1,14.759,False
"Life Before Her Eyes, The",815178,2007,3,8.684,True
"Messengers, The",425430,2007,3,24.106,True
"Tracey Fragments, The",801526,2007,3,7.076,True
Fantastic Four: Rise of the Silver Surfer,486576,2007,3,31.372,True
Chakde! India,871510,2007,3,7.522,True
Smiley Face,780608,2007,3,12.506,True
2 Days in Paris,841044,2007,3,8.688,True
Transmorphers,960835,2007,3,5.455,True
Shut em up,465602,2007,1,19.193,False
Gracie,441007,2007,3,6.982,True
Spider-Man 3,413300,2007,2,59.896,False
"Lust, Caution",808357,2007,3,7.789,True
Mataharis,780565,2007,3,1.112,True
"Bourne Ultimatum, The",440963,2007,2,23.209,False
Dead Silence,455760,2007,1,38.676,False
Norbit,477051,2007,2,35.319,False
Ha-Sodot (The Secrets),782867,2007,3,2.532,True
Racing Daylight,840363,2007,3,1.232,True
High School Musical 2 (TV Movie),810900,2007,3,22.052,True
Dialogue avec mon jardinier,825244,2007,1,4.153,False
Saw IV,890870,2007,3,37.332,True
Epic Movie,799949,2007,3,18.662,True
"Brothers Solomon, The",784972,2007,2,8.501,False
Nancy Drew,479500,2007,3,10.925,True
"Run, Fatboy, Run",425413,2007,1,9.036,False
Grandpa for Christmas,950740,2007,3,5.447,True
Flatland: The Movie,814106,2007,2,3.422,False
"Babysitters, The",796302,2007,3,18.283,True
Les deux mondes,808230,2007,2,5.599,False
I&#39;m Not There.,368794,2007,1,13.805,False
Shotgun Stories,952682,2007,3,10.229,True
Bleach Movie 2: The Diamond Dust Rebellion,1148261,2007,2,22.701,False
Control,421082,2007,2,11.537,False
Awake,211933,2007,3,14.061,True
Lions for lambs,891527,2007,0,13.027,False
